crab shanty;668625922539569152;#dinner @ The Original Crab Shanty https://t.co/byM6GVtqMC;true;
passage;667369722971860993;#HillaryClinton for a few boots on the ground. Calls for pressure on Iran. And passage of new Aumf.;false;
passage;669631334638329860;UNIVERSAL: #haikuchallenge  LOVE FLOODS Her place and mine, a passage worth the journey and flooding gates of love.;false;
passage;667477977781915648;The passage of time heals everything. Give time time. Allow yourself to heal fully!;true;
passage;668128356978716673;Ce match semble etre un genre de passage de témoin entre Ney et Messi;false;
cafe lalo;669934592548167680;?GIVING THANKS TODAY, TOMORROW AND ALWAYS ?? HAPPY THANKSGIVING DAY ! ? @ Cafe Lalo https://t.co/kpSGNW0KSu;true;
cafe lalo;667430717471768577;? Order your #pies and #cakes for the #holiday season now! ? @ Cafe Lalo https://t.co/IVFX0t7ghB;true;
spoons;669901140583165953;My family has this tradition where we throw plastic spoons at each other after Thanksgiving dinner and no one knows why;false;
spoons;667780204211920896;I confess that when all the spoons are dirty, I stir my coffee with a knife;false;
spoons;668189424384155649;Thai spoons with crickets... #edibleinsects with @cookie_martinez #NYCeatsBugs @ The Explorers Club https://t.co/uJgYb0VfFp;true;
spoons;669609942870007808;Really missing playing Dutch Blitz and spoons with the fam right about now.;false;
spoons;667808029136449537;Inspiration Day Alert: The 2015 Brooklyn Chili Takedown happens this weekend. Get your spoons ready! https://t.co/bg6EKmwLNx;false;
spoons;669951440782274560;babies n their teeny tiny spoons n forks oh fuck https://t.co/ZX0gdupAqs;false;
spoons;669735837861572608;Honestly. I have no shame? spoons are the way to go  https://t.co/vTyU6HwYgX;false;
extra fancy;668247363748798464;When you're out with foodies, the lighting matters. #brooklyn @ Extra Fancy https://t.co/lyrCyOdpNA;true;
abv;669238836438958080;Intriguing - this is a big beer in all sorts of ways. The Abv (11%... (Billy 200-Watt IIPA) https://t.co/kdijowZ4pN #photo;true;
abv;667479511336923136;Sure, as long as Magic is on happy hour special and has a abv of 40% or higher. @ SoHo Park https://t.co/tNdczZYOpb;true;
abv;670068277410996225;@witwix Hmm, use a random number generator? Or start from least ABV to most? (or the reverse of that);false;
abv;669738664994463744;Hi #pals I've been drinking beer with 9.8% abv ask me anything;false;
friend of a farmer;668470602588639233;Brunch'n with the lovely birthday girl! (at @FriendofaFarmer in New York, NY) https://t.co/m5zNgjem0m;true;
friend of a farmer;667398750978093057;Saying goodbye to coworker ? (at @FriendofaFarmer in New York, NY) https://t.co/OV851xn9gQ;true;
friend of a farmer;668128398158483457;Thank you once again @friendofafarmer for my favorite food when I visit… https://t.co/jyE2JLj3pC;true;
friend of a farmer;668125502918512640;Brunch time with Crystal and Min @NLC_NYC #2015Fellows (at @FriendofaFarmer in New York, NY) https://t.co/XWLnE6W3mN;true;
friend of a farmer;670014671303258112;People say we could be triplets I don't see it ??? @ Friend of a Farmer https://t.co/fd7zBg1NfC;true;
friend of a farmer;669571289737240576;With Coworkers- Brunch! (at @FriendofaFarmer in New York, NY) https://t.co/JJTZM5e9S3;true;
friend of a farmer;670277534228078592;Brunch!!!! (@ Friend of a Farmer in Brooklyn, NY) https://t.co/CgDmTHpLgZ;true;
friend of a farmer;669625087197360128;I'm at @FriendofaFarmer in New York, NY https://t.co/cTp37bMIaM;true;
death ave;668941117707055104;All lined up for Holiday season... Death Ave still has dates available for holiday events and our… https://t.co/DFwfeC5jlt;true;
death ave;668089553895358464;Weekend brunch at Death Ave with our deconstructed #HamAndEggs...Crostini topped with eggs and ham… https://t.co/v1oAprvIw4;true;
death ave;668822761989521408;Monday's.... #DeathAve #Cafe.... #Morningcoffee #coffee #nyc #westchelsea #coffeeplease #thirstynyc… https://t.co/ICCYNXmjrs;true;
death ave;669650003703414785;The DeathAve family would like to take a moment to thank all our supporters and wish all our friends,… https://t.co/oIJvfmFAiy;true;
death ave;667360064101945344;Already looking forward to lunch.... #FetaBurger #TruffleFries.... . #Deathave #craftbeer… https://t.co/heWrfcyVdf;true;
death ave;668566996963844097;Sunset #Sundays over New York City DeathAve is located on 28th and 10th just off #TheHighline and… https://t.co/48fmr3blU0;true;
death ave;669534111489376257;Starting our #Thanksgiving celebrations early ? Open for lunch at noon! #TGE ?? #Deathave #Wednesday… https://t.co/bqGCsOahgX;true;
il sole;670223187981021184;Doy gracias por ti TE AMO ?? #happythanksgivingyall #yeezyseason #yeezyboost750 @ IL SOLE RESTAURANT https://t.co/QK2pUABLqY;true;
il sole;667850299873316865;Hello Hi.... ? Margherita Pizza ? ilsoleny ... 233 Dyckman St Ny, Ny 10034 .... Reservaciones 212 544… https://t.co/rgLZUKzKTs;true;
il sole;669752134221635584;Con #Mi_Kikita_Hermosa kaisha_ortiz degustando  en un Rico lugar  llamado IL Sole. ilsole  noche. De… https://t.co/ClG1YLt5eI;true;
dumpling go;668161714228170752;Dumplings Go... Yum. At #EquusFilmFestivalNYC (@ DumplingGo in New York, NY) https://t.co/LwXsxK7uro;true;
stone creek;668537180193730560;He's back. Football is a family!! #cowboys  #cowboysnation  #letsgocowboys? @ Stone Creek Bar Nyc https://t.co/Fk6iuqWmmh;true;
station;669527318164021248;Construction on #BLine Brooklyn bound from Prospect Park Station to Kings Highway Station https://t.co/tS33cNooCZ;true;
station;669120380490117120;Update: Incident on #FLine Brooklyn bound from Avenue X Station to Coney Island-Stillwell Avenue Station https://t.co/7GMl7zRjIE;true;
station;667340917670572032;I'm at World Trade Center PATH Station in New York, NY https://t.co/Dgp2b4Y3OX;true;
station;668947888622301184;Italian Sausage #nyceats #goodeats #downyourneck #NYC @ Pennsylvania Station https://t.co/JAGozOMxWS;true;
station;669858470649307136;Incident on #FLine BOTHDIR at 57th Street Station https://t.co/3whkcjOm3F;true;
station;668801310242807808;Construction on #1Line BOTHDIR from 137th Street-City College Station to 242nd Street-Van Cortlandt Park Station https://t.co/NVy80bbxT2;true;
station;668223897851031552;Meet up /Pick up Sister-woman and nephew Raleigh. (@ New York Penn Station in New York, NY) https://t.co/I3rImlOJSU;true;
station;669891012358250497;Whyyyyyyy so many people. They're also going to visit my grandmother. (@ New York Penn Station in New York, NY) https://t.co/1DzM4hwSot;true;
station;667358767672070144;There's a magnolias bakery here now??? Omggggg #dead (@ New York Penn Station in New York, NY) https://t.co/DymXcVZ6QM;true;
station;668557637835976704;I'm at Saratoga Springs Train Station in Saratoga Springs, NY https://t.co/A72QPcMDMY;true;
ace bar;668527506664722432;? HBD @l_tousignant #DetailsDreamTeam @ Ace Bar https://t.co/VKqOTE2Lq9;true;
the cobra club;668907822726438918;Pit stop to warm up...the warm spell is over. #ADLife (@ The Cobra Club in Brooklyn, NY) https://t.co/vkE5u6yEBW;true;
whiskey tavern;669624087338184704;I'm at Whiskey Tavern in New York, NY w/ @osinfield https://t.co/jeJkXKyg65;true;
whiskey tavern;668267913162436608;Why am I here (@ Whiskey Tavern in New York, NY) https://t.co/6UsXrYk3nj;true;
whiskey tavern;667893029836103680;I'm at Whiskey Tavern in New York, NY https://t.co/Ek8Gc5zj3C;true;
taboo;669742475418955776;Don't make opposite gender relationships taboo by making it strictly sexual. Converse & struggle & value & bond.;false;
taboo;670056719901433858;Playing taboo drunk is highly recommended;false;
taboo;670138483634257920;when i BEAT UR ASS at taboo https://t.co/jUXrD5q5iD;false;
taboo;667719540739018752;Myanmar: No #Vaginas in Ranggon women's fight against verbal taboo symbolises wider rights battle https://t.co/8Zv6XSHrfZ via MarkGKirshner;false;
taboo;669159128481325056;#HappyToBleed supporting #Women Periods don't make us IMPURE they make us the mothers of humanity! #Breakthetaboo https://t.co/35XCuda2Lr;false;
taboo;670097576109150212;The most intense game of family taboo has been concluded;false;
taboo;669293999920840704;#village #trash #taboo #art #wtf #different #ohoyo #foto #what #shoes #spikes #lookcloser #closerlook… https://t.co/p87BRzZS1C;true;
taboo;667700999012904960;Playing Taboo with people in the @jimmyfallon line. https://t.co/owI7HswuFr;false;
taboo;669974310602280960;#happythanksgiving time for #football #taboo #charades #family @ Port Washington, New York https://t.co/r9zFwbQ70Q;true;
taboo;669893386669830144;@SignatureTheatrA Night in a Room was superbly done each actor did a laudable job on a taboo topic no napping here;false;
bill's;668650193815003136;@jasonarti @AJBulldis @HillaryClinton Sounds bogus to me. But keep digging. Maybe Bill's alleged acts can have HRC impeached as a candidate?;false;
bill's;669598367241125892;thank you for being the best milkshake I've ever had, campfire shake. @ Bill's Bar & Burger https://t.co/VtisjqSAff;true;
bill's;668472551283277825;breakfast at Bill's breakfast burger. quite good. @ Bill's Bar & Burger https://t.co/LwAhvpsobC;true;
bill's;667549911517405184;@ShlomiRapper  @tedcruz the Bill's a meaningless Kabuki theater ploy.Nothing more than "Boehner #2" Ryan,Obama,McConnell scheming against us;false;
bill's;669307776204697600;Absolutely loving this ceremony exit from Kaitlyn & Bill's #NYC wedding. #kimforrkp… https://t.co/Y6hr2bLgOL;true;
bill's;669222266367041536;@billsnyc #sliders for me #juicy #twofortuesday @ Bill's Bar & Burger https://t.co/OZI9dqaChv;true;
bill's;667751903963586565;@Daggy1 Ideology trumps principals. Look how NOW overlooked Bill's abuse, "use and discard" mistreatment of women.;false;
bill's;668127186629578752;@LuvBuffaloSport no worries from this Pats fan. I expect a good physical MNF game, unfortunately for you, Bill's have Rex and his game plan.;false;
bill's;669553404541276160;I'm at Bill's Bar & Burger - @billsnyc in New York, NY https://t.co/rgcFk423yb;true;
bill's;668916078182072320;@znmeb @sarahkendzior Same place as Democrat bigwigs outrage over Bill's sexual abuse of women & Hillary's campaign to disgrace his accusers;false;
mckenna's pub;668187528692805632;Draft beer, best beer @ McKenna's Pub https://t.co/l1NYB5dmRi;true;
mckenna's pub;668179826583277568;Saturday @ McKenna's Pub https://t.co/C73KcijjVy;true;
chicken noodle;667459190928056323;I need chicken noodle soup and to be cuddled up with my pups rn?;false;
chicken noodle;668170383254806532;Curry chicken noodle soup at the restaurant where we had our first date #foodporn #latergram… https://t.co/fVYSEwgdHB;true;
chicken noodle;668453492034551808;need 5 chicken noodle bread bowls from panera right now plz&ty;false;
chicken noodle;669004498174652416;Kudos to Campbell's soup social media savvy. #chickensoup @ Chicken Noodle Soup https://t.co/ffP92HHDr3;true;
chicken noodle;668879041676623872;He even did a chicken noodle soup remix?;false;
chicken noodle;669024263945510912;When @Zcrispy0109 makes you chicken noodle soup because you're sick ????;false;
chicken noodle;668570699624263680;Forever Harlem Like Max B & Chicken Noodle Soup.;false;
chicken noodle;667901403990499329;@GracieePerkinss John and his pens is me with chicken noodle soup;false;
taste restaurant;669412603068858368;Quiet Party @ Island Taste Restaurant & Lounge https://t.co/A9ZUDTzHSS;true;
henry's;668970785114058752;Too sassy ugh (@ Henry's Wine and Spirit - @henrysbk in Brooklyn, NY) https://t.co/rCPRpzsyP6;true;
chocolat;668926296018305025;SapremeFilms X @dave_east After The Talk?? #harlemblocks @ Chocolat Restaurant Lounge https://t.co/gAtOghJShf;true;
chocolat;668185357968633857;One of my favorites songs about #food..... #chocolat djrichierich010 @dj_awol going in!!!!… https://t.co/MlTxUhbnZ5;true;
chocolat;667428156224204802;You know what that means. Come through gentrification. ????? @ Chocolat Restaurant Lounge https://t.co/Ot5f1fh6Jq;true;
chocolat;669592004645490688;my family hasn't seen my face tattoo and prolly never will. @ Chocolat Restaurant Lounge https://t.co/UXfKJrGhhg;true;
chocolat;669644161771921408;"We just wana go where we wana go !?" ????? @jessiemariehere @ Chocolat Restaurant Lounge https://t.co/97MopGPK22;true;
chocolat;668159686852616192;Cheers to the freakin weekend! #brunch #chocolat #iwastheearlyone… https://t.co/5hqKvWCPsv;true;
chocolat;670007845736333313;Happy Thanksgiving! #makeyourownhappiness @ Voilà Chocolat https://t.co/Eo9v72XIkX;true;
northern territory;668233633048711168;I guess their view of the Manhattan skyline is amazeballs ? @ Northern Territory https://t.co/JkntGhRMlL;true;
gino's pizza;667490475868340224;I'm at Gino's Pizza in Elmont, NY https://t.co/LjCxRAVuuP;true;
gino's pizza;669550304036331520;I'm at Gino's Pizza in Elmont, NY https://t.co/3CL6lbRFoU;true;
gino's pizza;669605568382824448;This is what a stressful day looks like.  Lol. 3pm and I already needed a drink. @ Gino's Pizza of… https://t.co/9ao7A3qJBk;true;
angelina;668087197648732164;@MsTosciMarie a movie written and directed by Angelina Jolie-Pitt star her and Brad Pitt.;false;
angelina;669436102189654016;One Year On: Angelina Jolie-Pitt Revisits Syrian Refugee Family https://t.co/amYZK9UXfk via YouTube;false;
angelina;667476483217235968;Great day w/@DrewJoseph Lunch, chats, Kiehl's, Ricky's, & Schmackary's. 2 hours on YouTube watching Adele, Tiffany Evans, Angelina Jordan.;false;
angelina;669883487453859840;My ice cream cake at my birthday party yesterday #angelina #birthdaygirl #pink #november2015… https://t.co/k0mCISpvWZ;true;
angelina;670160358095613956;@Gaia_Giordani Non che abbia bisogno di questo giorno per ringraziare il cielo per la mia angelina custode, ma in ogni caso: grazie!! ????;false;
angelina;669435843396902913;Keynote speech by UNHCR Special Envoy Angelina Jolie – UNHCR’s Nansen Re... https://t.co/kWQzomr4IL via YouTube;false;
angelina;669436285199769601;Iraq: Angelina Jolie Visits Displaced Iraqis https://t.co/m3TpDexe1K via YouTube;false;
angelina;667425622055063552;@prasejeebus @ChrisMySass @Mikey_Sul I don't think any of us are Angelina TBH ?;false;
angelina;669292921951092736;Me and @mrbradenbradley finally decided to adopt!! Welcome to the world, Angelina LV and Lucy Vuitton ????? https://t.co/k7olMDlYcC;false;
angelina;668084522592944128;Saw "By The Sea" by Angelina Jolie-Pitt and it was fucking GARBAGE, but not garbage lol not mad I paid $14 for it.;false;
glaze;668867838267039748;@emilywithcurls wait, I’m in union sq and ill get lunch with you if you want. if not, Glaze is p good on 4th ave.;false;
glaze;669300809272700929;Baked Ham with Sweet Glaze @ 178 St Grand Concourse https://t.co/p2r2TSlsde;true;
glaze;667737427709140993;Sea scallop, couscous, salsify, saffron- miso glaze @ Mas (farmhouse) https://t.co/610epleBnd;true;
glaze;669978063602601985;Hmm doesn't look like much but here is a lentil-veggie loaf w/ cranberry glaze (vegan) I just made https://t.co/7nvMAwkFEe;false;
glaze;669962094427664385;Not glaze in your fleet water! I'm im cackling yoooooo;false;
glaze;668962546800590849;After a stressful day of being me, I usually eat some honey glaze carrots;false;
the cricketers arms;668297851882102784;The Cricketers Arms #thecricketersarms #tribeca #newyork #newyorkcity #nightsofnewyork #barhopping… https://t.co/4fZXvZSM1f;true;
raines law room;669043705148387328;Welcome to 25 #birthday #raineslawroom #thewilliamhotel #midtown #25 #celebration #drinks #cocktail… https://t.co/iKDBbV2Dav;true;
raines law room;669020124846927872;Couldn't ask for anything better (@ The Raines Law Room at The William in New York, NY) https://t.co/6dIco68QTu;true;
