diablo royale;667430253858594819;kitchen fulla nachos // future you fulla nachos?? @ Diablo Royale https://t.co/NOA2yzFx9A;true;
quality meats;670008699319025664;#HappyThanksgiving @ Quality Meats https://t.co/IYPWKafTvl;true;
quality meats;670022257574457344;#ThanksgivingSteak @ Quality Meats https://t.co/GgwdDyqSFD;true;
relleno;667935517447712768;https://t.co/Jqf2R95i9t  check out my post on  -Pupusas -Chile Relleno -Mofongo;false;
relleno;669700236126904320;Me pidieron relleno y yo hago caso! https://t.co/hqSG2ghLy4;false;
relleno;668631954594660353;Los Lakers son un relleno de la NBA ahora mismo.;false;
relleno;669708245804703744;@NeuroticMariana Eso me suena a gente de relleno para un capricho que tengo y no quiero/puedo pagar;false;
relleno;669362313577807872;TOSTONES RELLENO VAMOS A ESTO.  COME ENJOY THE BEST  AFTER WORK HAPPY HOUR  HOSTED BY: JOSHY DVD & EL… https://t.co/PC3gVdTeZJ;true;
relleno;669971137649094662;invento de este pais al que le sobra comida: TURDUCKEN: un pavo relleno con un pato, relleno a su vez con un pollo. y  envuelto en panceta.;false;
shun lee;670107898379444224;@azizansari big fan, in episode 2 when you go to shun lee palace what was the name of that chicken dish in your show, I want to order that;false;
wildair;669250842474614784;Little gem lettuces and beans @ Wildair https://t.co/8g1PyotOO6;true;
chipotle mexican grill;668604340597342208;I'm at Chipotle Mexican Grill in New York, NY w/ @celiamrtnez https://t.co/vMQobQVU35;true;
chipotle mexican grill;667516487066902528;Tummy burrito (@ Chipotle Mexican Grill in New York, NY) https://t.co/PuOtTgiNjS;true;
chipotle mexican grill;669280661090516996;alamié. (@ Chipotle Mexican Grill in New York, NY) https://t.co/SqoGdfNd0o https://t.co/AbOUNPdF1X;true;
chipotle mexican grill;668954881546436609;I'm at Chipotle Mexican Grill in New York, NY https://t.co/bV7XarW3Tc;true;
chipotle mexican grill;669581132611080192;This thanksgiving, I'm thankful for chipotle! ? (@ Chipotle Mexican Grill in New York, NY) https://t.co/kFXTuLS8WS;true;
chipotle mexican grill;669694193749618689;? (@ Chipotle Mexican Grill in Carle Place, NY) https://t.co/WHOHFCy8t0;true;
chipotle mexican grill;669210503399522304;I'm at Chipotle Mexican Grill in Carle Place, NY https://t.co/98mNjrjpFy;true;
chipotle mexican grill;668524372043272192;#chipotle pal gordo que habita en mi #ForeverGordo #bluemoon pues pq si @ Chipotle Mexican Grill https://t.co/sSGVjRl70c;true;
chipotle mexican grill;668545405215498240;Damn baby ? @ Chipotle Mexican Grill https://t.co/o7fOHrpmOv;true;
chipotle mexican grill;667757855714463748;I'm at Chipotle Mexican Grill in New York, NY https://t.co/bMap3MUsym;true;
230 fifth;668212138842959872;230 5th Avenue. Cocktail time. #newyorkcity #nyc #ladiesday #drinks #rooftop @ 230 Fifth Avenue https://t.co/oOjhiNPlfz;true;
230 fifth;670118948428361728;??? @ 230 Fifth Ave Rooftop https://t.co/VAJuYRZvcW;true;
230 fifth;667959188388122624;Party in New York #ferias #vacations #newyork #NY #230fifth @ 230 Fifth: Best Heated Rooftop… https://t.co/kMpU1YeF1z;true;
230 fifth;669937923576360960;#throwbackthursday best Christmas Day ever @ 230 Fifth Avenue https://t.co/WrtR28GHwr;true;
230 fifth;668194215055134720;???? #NYC #EmpireState @ 230 Fifth Avenue https://t.co/LwDjs8exAB;true;
230 fifth;667884450966052865;#230fifth #risetogether @ 230 Fifth: Best Heated Rooftop Bar/Club/Restaurant In NYC https://t.co/bAY0KZeUMy;true;
230 fifth;668185358568296449;Never a dull moment with my baby brother. ? @ 230 Fifth Avenue https://t.co/B5gVoyAcgo;true;
230 fifth;667991781288509440;#NovaYork #230fifth #NY #newyork #vacations #ferias @ 230 Fifth: Best Heated Rooftop… https://t.co/GcXXeeBLC5;true;
230 fifth;667894229348298752;Wore makeup to make up for my outfit @ 230 Fifth Avenue https://t.co/vWSBxjDzAC;true;
230 fifth;667959884650909698;Party NY #230fifth #NY #newyork #vacations #ferias @ 230 Fifth: Best Heated Rooftop… https://t.co/ioHE2G6b7X;true;
marta;668194434295726080;Great cocktails at Marta in NYC! @ Martha Washington https://t.co/3YgGmo2wtk;true;
marta;669271904239382529;@Marta_Wellness Hi Marta check out my newest photos on my Facebook page.;false;
marta;668453735450984448;Salmerino: Arctic Char, Horseradish Crema, and Ember-roasted Sweet Potato at Marta in Midtown… https://t.co/fn6NmP7eMU;true;
marta;669138992844156928;súper marta ? #MinuWeek #ImNotModest #LikeARollingStone #Minucodes #Latergram @ IFA at NYU https://t.co/mg04uVstOi;true;
marta;667826554731282433;#LoquetePrende Un pequeño adelanto de nuestra amena entrevista con la cantautora Española Marta Botía… https://t.co/W5gjh6i0gx;true;
marta;669657901611524096;E agora Marta Suplicy dá o show de independência de pensamento que sempre a caracterizou.;false;
marta;668806645095530496;Tiramisu Ice Cream Sandwich at Marta in Midtown Manhattan. @martamanhattan #latergram @ Marta -… https://t.co/0JiY4jx6vM;true;
marta;669733717896781824;Thankful for soppressata and guanciale @martamanhattan #latergram #eeeeeats @ Marta https://t.co/E8kEKtNJKa;true;
marta;668069245696253952;The MARTA is being serviced? https://t.co/EkjX1HI66z;false;
marta;669278662651432961;Bacon and leek scrocchiarella @ Marta https://t.co/3Z70SQOcTE;true;
cafe de broadway;667850452596322312;Chilling .. TGIF @ Cafe De Broadway https://t.co/mU5qALR9C2;true;
bon chon;668999123106926592;I'm at @BonChon Chicken in Bayside, NY w/ @katieocampo @patriciaj0yce https://t.co/bZ8yCkCiZm;true;
bon chon;667850053508272129;Dinner with the Midtown Comics family (@ BonChon Chicken in New York, NY) https://t.co/nlQBshHYTc https://t.co/CTpnaGn4yT;true;
littlefield;667887902005854208;@305mrsworldwide sweet Littlefield text;false;
littlefield;668077089631961088;@brookeborel traumatizing everyone with her bed bugs talk at #nerdnight @ littlefield https://t.co/M4wPXsESLh;true;
nevada smiths;668512603128336384;.Got a load of assorted team merch I need to get rid of now that @NevadaSmiths are No more @FFactoryNY @SmithfieldNYC PM for Deets;false;
nevada smiths;668513224678105088;@NevadaSmiths @FFactoryNY @SmithfieldNYC HATS,TEEZ, HOODIES, WALLETS,;false;
seasons restaurant;670005693093687298;Turkey carved tableside ??????#yum @ The Four Seasons Restaurant https://t.co/AAHtL1aKD0;true;
seasons restaurant;669995321922101248;Oh the options! About to be stuffed.????? @ The Four Seasons Restaurant https://t.co/IQHlobpgce;true;
seasons restaurant;670021848730595328;A cotton candy finish???? @ The Four Seasons Restaurant https://t.co/1LTyZ297gP;true;
seasons restaurant;669987229343830020;Thanksgiving dinner time????? @ The Four Seasons Restaurant https://t.co/5leXkghQZa;true;
la pulperia;669183879388004352;@LaPulperianyc Thank you!;false;
juniper;667379691771322368;@prophotosupply event Enhancing the Printing Experience with @CanonProPrints- get your free prints on #Juniper  https://t.co/Iw4OvsZfJS;false;
juniper;667819494450950144;Pregame eats. (@ Juniper in New York, NY) https://t.co/6xHAZJK52v;true;
juniper;668511589893611521;I'm at Juniper in Brooklyn, NY https://t.co/Vkca5wduug;true;
juniper;669917231275446272;The annual holiday text I look forward to every year >>> #mvup #juniper #neverfails https://t.co/9Ccn0anxgg;false;
juniper;669715873423343616;11.25 || 5 of 7 -- Chicken Sandwich @ Juniper Brooklyn https://t.co/85TjHBwlKh;true;
juniper;669493660854153216;What I wake up to every morning - this face, this close to my face. #Juniper @ Astoria, New York https://t.co/9lyPsUutD4;true;
taboo;669742475418955776;Don't make opposite gender relationships taboo by making it strictly sexual. Converse & struggle & value & bond.;false;
taboo;670056719901433858;Playing taboo drunk is highly recommended;false;
taboo;670138483634257920;when i BEAT UR ASS at taboo https://t.co/jUXrD5q5iD;false;
taboo;667719540739018752;Myanmar: No #Vaginas in Ranggon women's fight against verbal taboo symbolises wider rights battle https://t.co/8Zv6XSHrfZ via MarkGKirshner;false;
taboo;669159128481325056;#HappyToBleed supporting #Women Periods don't make us IMPURE they make us the mothers of humanity! #Breakthetaboo https://t.co/35XCuda2Lr;false;
taboo;670097576109150212;The most intense game of family taboo has been concluded;false;
taboo;669293999920840704;#village #trash #taboo #art #wtf #different #ohoyo #foto #what #shoes #spikes #lookcloser #closerlook… https://t.co/p87BRzZS1C;true;
taboo;667700999012904960;Playing Taboo with people in the @jimmyfallon line. https://t.co/owI7HswuFr;false;
taboo;669974310602280960;#happythanksgiving time for #football #taboo #charades #family @ Port Washington, New York https://t.co/r9zFwbQ70Q;true;
taboo;669893386669830144;@SignatureTheatrA Night in a Room was superbly done each actor did a laudable job on a taboo topic no napping here;false;
domino's;670032978928644097;Just ordered domino's #happythanksgiving;false;
domino's;668510269426024450;Blessed.???????? @ Domino's Pizza https://t.co/JqVosWglB9;true;
domino's;668671892455297029;Fuck it ordered domino's ?;false;
domino's;668479465455026176;Yo I got a ride to an Iona college bar last night from a Domino's driver. That is top 5 most random experiences of my life.;false;
domino's;667785081998721024;@RealMichaelKay  @ChrisCarlinSNY domino's is bad as well.;false;
domino's;668590201099415552;#Kuririn diss game strong   ... #DBZ @ Domino's Pizza https://t.co/VBJyCrvWGg;true;
domino's;669961437821972480;I just saw one of our neighbors order Domino's to their home. What a great thanksgiving treat! Pathetic.;false;
domino's;668206040517877760;@LeafyIsHere domino's are alright but nothing too special   you're welcome  leafy  1v1 me   cocksucker;false;
domino's;668560002345541632;follow this account, sometimes I make the view from hell I mean domino's look nice  https://t.co/6kHbhHSRBW;false;
mario's pizzeria;669630620499353600;I'm at Mario's Pizzeria in Oyster Bay, NY https://t.co/IffTZGgC6i;true;
whitehall;668200725206474752;I'm at Staten Island Ferry - Whitehall Terminal in New York, NY w/ @t4ylor75 https://t.co/Q8CHKsYlqk https://t.co/z6xV14xuXS;true;
whitehall;669953617542139905;I'm at Staten Island Ferry - Whitehall Terminal in New York, NY https://t.co/uSfy2bw4YT;true;
whitehall;668551818637500416;#cool @ Staten Island Ferry Whitehall Terminal https://t.co/nw4y9E7ZLo;true;
whitehall;669614480494624768;I'm at Staten Island Ferry - Whitehall Terminal in New York, NY https://t.co/8nCi7OqdtE;true;
whitehall;668597725580029952;Had a dream that I went back home for thanksgiving break but it was in Whitehall and now I'm sad af : /;false;
whitehall;667823319681359874;I'm at Staten Island Ferry - Whitehall Terminal in New York, NY https://t.co/JPDui95aD1;true;
whitehall;668175595197497344;See our latest #Whitehall, NY #job and click to apply: SALES ASSOCIATE, 180 BROADWAY, WHITEHALL NY - https://t.co/Y9Y4acfHIE #Veterans;true;
whitehall;668125348886900736;I'm at Staten Island Ferry - Whitehall Terminal in New York, NY https://t.co/FYBZ2Az9tj;true;
whitehall;669544886509662208;I'm at Staten Island Ferry - Whitehall Terminal in New York, NY w/ @marcelagispe https://t.co/yNEcseK63L;true;
whitehall;667845422988193793;Happy Birthday Mi Amor! @ South Ferry – Whitehall Street https://t.co/vC2u88OmWF;true;
ootoya;669649328122785792;I'm at Ootoya in New York, NY https://t.co/5h6S2HXUCN;true;
ootoya;669954924038496256;I'm at Ootoya in New York, NY https://t.co/b855O4oOQJ;true;
ootoya;667492531135901696;CREPE @orcagami @ OOTOYA NY https://t.co/IiinlE6zCM;true;
ootoya;667485248637136897;omgggg @ OOTOYA NY https://t.co/JqMOjsNvB1;true;
ootoya;669336661860290560;Like father, like daughter... @ Ootoya https://t.co/OxHqGGMoDi;true;
the brewery;668159458690908160;Enjoying a Unfinished Business Scottish Ale by The Brewery Of Broken Dreams @ The Brewery of Broken Dreams — https://t.co/rBJ2384wpr;true;
the brewery;668157926675193856;Drinking a Crying Loon Pale Ale by The Brewery Of Broken Dreams @ The Brewery of Broken Dreams — https://t.co/HcRsDd2y2u;true;
the brewery;668158376220696576;Drinking an All 4 One by The Brewery Of Broken Dreams @ The Brewery of Broken Dreams — https://t.co/nmane8fabk;true;
the brewery;667869273772064768;Come plan an EPIC Holiday Party at the brewery this year (Dominic… https://t.co/URUkmDh7wF;true;
the brewery;670077945738878976;Sick of @connrrbrian 's laptop with the Brewery Emblem Sticker. Shout out to all their success this… https://t.co/JJIfRerr51;true;
the brewery;669228491771150336;Shhh u can't know yet... #Tournesoul @ The Brewery Studio https://t.co/oedydMp0rH;true;
the brewery;668220329035173888;? w @bacchantae @ The Brewery Studio https://t.co/dsMUkjA9nw;true;
the brewery;668220560556613632;thnx luna_deb @ The Brewery Studio https://t.co/3PrMqjtJ3x;true;
the brewery;667382817597300738;Come by the brewery on Sunday and watch the Jets take on the Texans @ 1pm! What's better than #beer &… https://t.co/tC3MIJwacw;true;
the brewery;668159055798640640;Drinking an Old Antics by The Brewery Of Broken Dreams @ The Brewery of Broken Dreams — https://t.co/QiyNI0t0XF;true;
sushi dojo;669709045490720768;?????? ??? @ Sushi DoJo NYC https://t.co/NCbpIFc8sd;true;
corner social;667561799433248768;Hey look Ma No (at @CornerSocialNy in New York, NY) https://t.co/4iRGWv2TA2;true;
corner social;668282033131487233;Put on ya heels and be sexy!! Loving my city??? #night #cornersocial @ The Corner Social https://t.co/uyaRugcB45;true;
corner social;667860391343562752;We out here #RNS #THAWAVE #FACTZ #CHURCH #FELONSTREETWEAR @ The Corner Social https://t.co/MSUn6NRHyo;true;
corner social;667946138344005632;@YPLNYC General Body Meeting and Executive Board Nominations Tues. Dec. 1 7PM @CornerSocialNY https://t.co/35RVXNU5dv;false;
corner social;669335266897760256;Harlem Eats: Corner Social ? Check out my review on https://t.co/aqCoRWd2MS #blackgirlswhobrunch #brunchnyc @… https://t.co/iuwm0aiqjV;true;
corner social;667521101669384192;...just one of those things @ The Corner Social https://t.co/f2m3NJeVPA;true;
corner social;669262469819408387;After work flo @ The Corner Social https://t.co/uckey0uNvi;true;
mckenna's pub;668187528692805632;Draft beer, best beer @ McKenna's Pub https://t.co/l1NYB5dmRi;true;
mckenna's pub;668179826583277568;Saturday @ McKenna's Pub https://t.co/C73KcijjVy;true;
famous pizza;668522927852281856;#PizzaDate..? @ Mammas Famous Pizza https://t.co/4td3iG8xys;true;
famous pizza;669325402251243520;#foreverpizzabuddy ??? @ Singas Famous Pizza https://t.co/blw3ZTlrVV;true;
pizza bar;669589650026201088;After lunch cocktail (@ Harry's Italian Pizza Bar in New York, NY) https://t.co/T7x1Q2oS0d;true;
pizza bar;668249773799944192;My loves. ? @ Inatteso Pizzabar Casano https://t.co/Xa91jmTJ8s;true;
pizza bar;669368162077528064;I'm wet @ Nick's Pizzabar https://t.co/PzMvK7fAns;true;
pizza bar;668247522796793856;I'm at Ogliastro Pizza Bar in Brooklyn, NY https://t.co/25aXrxgdoT;true;
pizza bar;668502477315121152;Missing Meara but needed a fix #addict (@ Harry's Italian Pizza Bar in New York, NY) https://t.co/ktqGM8bRn3;true;
pizza bar;667885490595565568;I'm at @HarrysItalian Pizza Bar in New York, NY https://t.co/a13c5LcvbF;true;
pizza bar;667566535628742661;pizza & football. doesn't get any better than that. ? @ Nick's Pizzabar https://t.co/VxuBRNgPnM;true;
pizza bar;668970828810338304;Playing with mah nerds. Two crits in one fight, I love being a blade singer @ Evilolive Pizza Bar https://t.co/RGxQasjW2R;true;
taco bell;668350551940317184;@tacobell sick fucking Mexican pizza you served me. Thanks looks so much like the advertisements https://t.co/VDGe7IMj6y;false;
taco bell;667530696223772672;@tacobell THATS A YAM;false;
